fuente|authors|author_full_names|Author_ID|title|year|source_title|volume|issue|art|page_start|page_end|page_count|cited_by|DOI|link|abstract|author_Keywords|index_keywords|document_type|publication_stage|open_access|source|EID
scopus|Zhang Y.|Zhang, Yuli (59590830000)|59590830000|New Approaches to Automated Software Testing Based on Artificial Intelligence|2024|2024 5th International Conference on Artificial Intelligence and Computer Engineering, ICAICE 2024||||806|810|4|0|10.1109/ICAICE63571.2024.10863866|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218460111&doi=10.1109%2fICAICE63571.2024.10863866&partnerID=40&md5=008722a2d9b2ee459471fa9416d58e28|With the increasing complexity of software development, traditional automated testing methods face significant challenges in efficiency and coverage. This paper proposes a novel AI-driven automated testing method aimed at optimizing test case generation and selection through machine learning and deep learning techniques. Experimental results demonstrate that this approach significantly enhances test coverage and accuracy, addressing limitations inherent in existing methods. This research provides new insights for automation and intelligence in the field of software testing, advancing the application of artificial intelligence in software engineering.  © 2024 IEEE.|automated testing; machine learning; test case generation|Automatic test pattern generation; Contrastive Learning; Automated software testing; Automated testing; Learning techniques; Machine-learning; New approaches; Test accuracy; Test case generation; Test case selection; Test-coverage; Testing method; Adversarial machine learning|Conference paper|Final||Scopus|2-s2.0-85218460111
scopus|Guo M.; Guo D.; Li M.|Guo, Mengfei (59542718200); Guo, Dong (57608035500); Li, Mo (58070574100)|59542718200; 57608035500; 58070574100|Metrics and Testing Methods for Artificial Intelligence Software Quality Models and Their Application Examples|2024|Proceedings - 2024 11th International Conference on Dependable Systems and Their Applications, DSA 2024||||35|42|7|0|10.1109/DSA63982.2024.00016|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216920748&doi=10.1109%2fDSA63982.2024.00016&partnerID=40&md5=c7ddf55b7a6167966de2ec6ce45a5a9f|As artificial intelligence technology rapidly advances, AI software is being increasingly employed across various industries. To ensure the quality and reliability of these software systems, the paper extends the quality measurement and testing methods for artificial intelligence software by utilizing the ISO/IEC 25059 quality model. It not only refines traditional software testing methods to better suit artificial intelligence software but also introduces specific testing methods for quality attributes unique to AI systems, which include five main characteristics: User contrallability ensures timely user intervention in system operations to avoid potential errors or security risks, thereby enhancing system usability; transparency increases the level of information disclosure, allowing users and stakeholders to better understand and trust the AI system, facilitating greater user acceptance; functional adaptability emphasizes the system' s learning and adaptability in dynamic environments, ensuring it can effectively handle changing data and diverse usage scenarios, which is crucial for maintaining functionality; robustness assesses the stability and reliability of the system under abnormal inputs or attacks, ensuring it can continue operating under all conditions; and intervenability ensures users can quickly and effectively manage system faults, thereby minimizing potential damage. To validate the proposed quality measurement methods, face recognition software based on deep learning was employed as a case study to evaluate its performance through experimental analysis. These validations not only demonstrated the effectiveness of the quality measurement methods in practical applications but also further enriched the testing methods for AI software.  © 2024 IEEE.|artificial intelligence software; face recognition; quality model; testing method|Acceptance tests; Application programs; Computer software selection and evaluation; Deep learning; Model checking; Software reliability; Software testing; AI systems; Application examples; Artificial intelligence software; Artificial intelligence technologies; Intelligence software; Measurement methods; Quality measurements; Quality modeling; Software quality modeling; Testing method; Software quality|Conference paper|Final||Scopus|2-s2.0-85216920748
scopus|Yang F.; Zhong F.; Zeng G.; Xiao P.; Zheng W.|Yang, Fengyu (35340193800); Zhong, Fa (58088653000); Zeng, Guangdong (58088653100); Xiao, Peng (57224641873); Zheng, Wei (55704749700)|35340193800; 58088653000; 58088653100; 57224641873; 55704749700|LineFlowDP: A Deep Learning-Based Two-Phase Approach for Line-Level Defect Prediction|2024|Empirical Software Engineering|29|2|50||||2|10.1007/s10664-023-10439-z|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185826349&doi=10.1007%2fs10664-023-10439-z&partnerID=40&md5=0c21915715b6c8a64e8d81bf346157bf|Software defect prediction plays a key role in guiding resource allocation for software testing. However, previous defect prediction studies still have some limitations: (1) the granularity of defect prediction is still coarse, so high-risk code statements cannot be accurately located; (2) in fine-grained defect prediction, the semantic and structural information available in a single line of code is limited, and the content of code semantic information is not sufficient to achieve semantic differentiation. To address the above problems, we propose a two-phase line-level defect prediction method based on deep learning called LineFlowDP. We first extract the program dependency graph (PDG) of the source files. The lines of code corresponding to the nodes in the PDG are extended semantically with data flow and control flow information and embedded as nodes, and the model is further trained using an relational graph convolutional network. Finally, a graph interpreter GNNExplainer and a social network analysis method are used to rank the lines of code in the defective file according to risk. On 32 datasets from 9 projects, the experimental results show that LineFlowDP is 13%-404% more cost-effective than four state-of-the-art line-level defect prediction methods. The effectiveness of the flow information extension and code line risk ranking methods was also verified via ablation experiments. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.|Graph neural network; Line-level software defect prediction; Social network analysis; Software quality assurance|Computer software selection and evaluation; Cost effectiveness; Data flow analysis; Deep learning; Defects; Flow graphs; Forecasting; Graph neural networks; Quality control; Risk assessment; Semantics; Social networking (online); Defect prediction; Defect prediction methods; Graph neural networks; Line of codes; Line-level software defect prediction; Semantics Information; Social Network Analysis; Software defect prediction; Software quality assurance; Two phase; Software testing|Article|Final||Scopus|2-s2.0-85185826349
scopus|Retzlaff N.|Retzlaff, Niklas (59261989500)|59261989500|AI Integrated ST Modern System for Designing Automated Standard Affirmation System|2024|2024 4th International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2024||||1386|1391|5|0|10.1109/ICACITE60783.2024.10616416|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201833072&doi=10.1109%2fICACITE60783.2024.10616416&partnerID=40&md5=48c21402676006c2a97f7217542db43b|This is a phenomenal approach toward a game-changer in AI-driven software testing and assures quality automation of the software product, facilitating faster, more exact, and very comprehensive checking of the software product. This would present a very solid architecture that would lay the ground for leveraging the capabilities of artificial intelligence (AI) in the automation and enhancement of the software testing process. The framework assumes that AI integrated with software testing can make a giant leap in test coverage, precision, and efficiency, which eventually ensures software with higher quality. A number of key constituents, each with the aim of tackling specific challenges that the software testing lifecycle poses, join to form the foundation of the Mitra framework. It includes at its very base machine learning (ML) algorithms and natural language processing (NLP) techniques that automatically produce and optimize test cases. Not only does this bring down the manual effort in creating test cases, but it also betters the detection capability for not-identified cases earlier, especially edge cases, which helps in bettering the test coverage. Other than that, the very important feature of the framework includes AI for better predictive analysis. The system is able to predict potential future software defects based on the historical data of software defects and test results, hence alerting the testers at an early time for correction before the issues become bigger defects. This predictive capability helps reduce the investment of time and resources taken in finding and fixing defects and further provides the ability to prioritize testing efforts considering their likelihood and the severity of potential defects. © 2024 IEEE.|Adaptive Learning; AI-Driven Software Testing; Anomaly Detection; Automated Quality Assurance; Dynamic Test Environment Management; Ethical Considerations; Machine Learning Algorithms; Natural Language Processing; Predictive Analysis; Test Coverage|Ability testing; Adversarial machine learning; Computer software selection and evaluation; Contrastive Learning; Predictive analytics; Adaptive learning; Anomaly detection; Artificial intelligence-driven software testing; Automated quality assurance; Dynamic test environment management; Dynamic tests; Environment management; Ethical considerations; Language processing; Machine learning algorithms; Natural language processing; Natural languages; Software testings; Test Environment; Test-coverage; Software testing|Conference paper|Final||Scopus|2-s2.0-85201833072
scopus|Ileana M.; Miroiu M.|Ileana, Marian (58882460300); Miroiu, Maria (42262233600)|58882460300; 42262233600|Intelligent Automated Testing Frameworks for IoT Networks Utilizing Machine Learning for Advanced Anomaly Detection|2024|International Conference Automatics and Informatics, ICAI 2024 - Proceedings||||341|346|5|0|10.1109/ICAI63388.2024.10851706|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218180458&doi=10.1109%2fICAI63388.2024.10851706&partnerID=40&md5=0bbcf2e4c2d4041a1ae9a871e4c498aa|The widespread deployment of Internet of Things (IoT) networks has brought new challenges in terms of ensuring system reliability and security. This paper presents intelligent automated testing frameworks designed specifically for IoT environments, leveraging machine learning for advanced anomaly detection. Traditional testing methods are often insufficient in the dynamic and heterogeneous landscape of IoT systems. The approach explores the use of machine learning algorithms to identify patterns and anomalies in real-time, thereby increasing the robustness and resilience of IoT networks. By integrating predictive analytics and real-time monitoring, the proposed framework not only detects failures but also anticipates potential problems, thus facilitating system maintenance. This innovative approach underscores the importance of intelligent automation in addressing the complexities of modern IoT ecosystems.  © 2024 IEEE.|automated testing; intelligent systems; internet of things; IoT networks; machine learning; Python|Contrastive Learning; Federated learning; Intelligent systems; Predictive analytics; Anomaly detection; Automated testing; Heterogeneous landscapes; Internet of thing network; Machine learning algorithms; Machine-learning; System reliability; System security; Testing framework; Testing method; Adversarial machine learning|Conference paper|Final||Scopus|2-s2.0-85218180458
scopus|Neelofar N.; Aleti A.|Neelofar, Neelofar (57193616871); Aleti, Aldeida (35092219900)|57193616871; 35092219900|Towards Reliable AI: Adequacy Metrics for Ensuring the Quality of System-level Testing of Autonomous Vehicles|2024|Proceedings - International Conference on Software Engineering|||||||9|10.1145/3597503.3623314|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185530251&doi=10.1145%2f3597503.3623314&partnerID=40&md5=c6fccb32a3bf45d3c21d7649eb088372|"AI-powered systems have gained widespread popularity in various domains, including Autonomous Vehicles (AVs). However, ensuring their reliability and safety is challenging due to their complex nature. Conventional test adequacy metrics, designed to evaluate the effectiveness of traditional software testing, are often insufficient or impractical for these systems. White-box metrics, which are specifically designed for these systems, leverage neuron coverage information. These coverage metrics necessitate access to the underlying AI model and training data, which may not always be available. Furthermore, the existing adequacy metrics exhibit weak correlations with the ability to detect faults in the generated test suite, creating a gap that we aim to bridge in this study. In this paper, we introduce a set of black-box test adequacy metrics called ""Test suite Instance Space Adequacy"" (TISA) metrics, which can be used to gauge the effectiveness of a test suite. The TISA metrics offer a way to assess both the diversity and coverage of the test suite and the range of bugs detected during testing. Additionally, we introduce a framework that permits testers to visualise the diversity and coverage of the test suite in a two-dimensional space, facilitating the identification of areas that require improvement. We evaluate the efficacy of the TISA metrics by examining their correlation with the number of bugs detected in system-level simulation testing of AVs. A strong correlation, coupled with the short computation time, indicates their effectiveness and efficiency in estimating the adequacy of testing AVs. © 2024 IEEE Computer Society. All rights reserved."||Black-box testing; Program debugging; Autonomous Vehicles; Complex nature; Coverage metrics; Modeling data; Reliability and safeties; Software testings; System level testing; Test adequacy metric; Training data; White box; Autonomous vehicles|Conference paper|Final|All Open Access; Green Open Access|Scopus|2-s2.0-85185530251
scopus|Baral K.; Johnson J.; Mahmud J.; Salma S.; Fazzini M.; Rubin J.; Offutt J.; Moran K.|Baral, Kesina (57209662110); Johnson, Jack (57842835600); Mahmud, Junayed (57226030720); Salma, Sabiha (58150612300); Fazzini, Mattia (55342023600); Rubin, Julia (12545361700); Offutt, Jeff (55375749200); Moran, Kevin (57095532500)|57209662110; 57842835600; 57226030720; 58150612300; 55342023600; 12545361700; 55375749200; 57095532500|Automating GUI-based Test Oracles for Mobile Apps|2024|Proceedings - 2024 IEEE/ACM 21st International Conference on Mining Software Repositories, MSR 2024||||309|321|12|3|10.1145/3643991.3644930|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197426449&doi=10.1145%2f3643991.3644930&partnerID=40&md5=c39da9081d4887ac508e99bc09e4ecf4|In automated testing, test oracles are used to determine whether software behaves correctly on individual tests by comparing expected behavior with actual behavior, revealing incorrect behavior. Automatically creating test oracles is a challenging task, especially in domains where software behavior is difficult to model. Mobile apps are one such domain, primarily due to their event-driven, GUI-based nature, coupled with significant ecosystem fragmentation.This paper takes a step toward automating the construction of GUI-based test oracles for mobile apps, first by characterizing common behaviors associated with failures into a behavioral taxonomy, and second by using this taxonomy to create automated oracles. Our taxonomy identifies and categorizes common GUI element behaviors, expected app responses, and failures from 124 reproducible bug reports, which allow us to better understand oracle characteristics. We use the taxonomy to create app-independent oracles and report on their generalizability by analyzing an additional dataset of 603 bug reports. We also use this taxonomy to define an app-independent process for creating automated test oracles, which leverages computer vision and natural language processing, and apply our process to automate five types of app-independent oracles. We perform a case study to assess the effectiveness of our automated oracles by exposing them to 15 real-world failures. The oracles reveal 11 of the 15 failures and report only one false positive. Additionally, we combine our oracles with a recent automated test input generation tool for Android, revealing two bugs with a low false positive rate. Our results can help developers create stronger automated tests that can reveal more problems in mobile apps and help researchers who can use the understanding from the taxonomy to make further advances in test automation.CCS CONCEPTS• Software and its engineering → Software maintenance tools; Software testing and debugging; Software usability.  © 2024 ACM.|Mobile apps; Software Testing; Test Oracles; UI Analysis|Automation; Graphical user interfaces; Natural language processing systems; Program debugging; Software testing; Automated test; Automated testing; Bug reports; Event-driven; Mobile app; Natural languages; Software behavior; Software testings; Test oracles; UI analyse; Taxonomies|Conference paper|Final||Scopus|2-s2.0-85197426449
scopus|Ajitha P.|Ajitha, P. (57190397555)|57190397555|MedAI-DevOps Imaging Suite: Integrating CNN in Diagnostic Imaging with Continuous Deployment and Real-time Monitoring|2024|TQCEBT 2024 - 2nd IEEE International Conference on Trends in Quantum Computing and Emerging Business Technologies 2024|||||||1|10.1109/TQCEBT59414.2024.10545123|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204442437&doi=10.1109%2fTQCEBT59414.2024.10545123&partnerID=40&md5=578c949919dce8def74fe5f78e6fcf06|"The ""MedAI-DevOps Imaging Suite""integrates Convolutional Neural Networks (CNNs) into diagnostic imaging, coupled with effective DevOps practices. This comprehensive algorithm addresses the increasing demand for advanced diagnostic tools in medical artificial intelligence. The process begins with meticulous data preprocessing to optimize medical imaging datasets for CNN training. A CNN model is then defined and trained, emphasizing hyperparameter configuration for optimal performance.The framework includes a DevOps pipeline, incorporating continuous integration (CI) for automated testing and continuous deployment (CD) for efficient model deployment to production environments. Real-time monitoring tools capture performance metrics like accuracy and resource utilization. Data drift monitoring ensures the model's adaptability to changing data distributions over time. User feedback is actively sought, allowing for model refinement based on real-world insights. Additionally, Explainable AI techniques enhance transparency by providing interpretable explanations for model predictions. Deployment of the diagnostic models in healthcare settings, ensuring continuous improvement through user feedback and maintaining model robustness in dynamic data environments.  © 2024 IEEE."|Artificial Intelligence; CI.CD; DevOps; health care|Diagnosis; Advanced diagnostics; Continuous deployment; Continuous integration.; Continuous integrations; Convolutional neural network; Deployment time; Diagnostic imaging; Diagnostics tools; Real time monitoring; User feedback; DevOps|Conference paper|Final||Scopus|2-s2.0-85204442437
scopus|Manojkumar V.; Mahalakshmi R.|Manojkumar, V. (58813757300); Mahalakshmi, R. (59187134100)|58813757300; 59187134100|Test Case Optimization Technique for Web Applications|2024|3rd IEEE International Conference on Distributed Computing and Electrical Circuits and Electronics, ICDCECE 2024|||||||1|10.1109/ICDCECE60827.2024.10548325|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196817294&doi=10.1109%2fICDCECE60827.2024.10548325&partnerID=40&md5=4bb244cf8f8c4cd9382f7d114e398d9e|Software testing is indeed an important part of the application development. In order to identify the bugs, present in the developed source code, software testing techniques are applied. The testing method considers various test cases provided to meet the software outcome on demand. The emerging growth of artificial intelligence (AI) technology and machine learning (ML) techniques reduces the complexity in test case running sequences, as the AI algorithms reduces the frequently repeated test cases, accelerating the processing depth by understanding the pattern of test logs etc. The comprehensive study is proposed on optimization of test case execution on development of web applications is given. The challenges in existing implementations such as latency, duplicate test cases, redundant test cases are considered. The proposed model is developed with a novel architecture using a case study on machine learning model named Regressive vector analysis (RV A). Since the optimization process increase the quality of the test sequence, the quantitative outcome of the test model is improved. The system achieved with accuracy of 92 % and Mathew's correlation constant (MCC) is 98%.  © 2024 IEEE.|Artificial Intelligence; Data analytics; Machine learning; Neural network; Test case optimization|Application programs; Data Analytics; Program debugging; Software testing; Data analytics; Machine-learning; Neural-networks; Optimisations; Optimization techniques; Software testings; Test case; Test case optimization; WEB application; Web applications; Machine learning|Conference paper|Final||Scopus|2-s2.0-85196817294
scopus|Ali Q.; Riganelli O.; Mariani L.|Ali, Qurban (59194362300); Riganelli, Oliviero (14020561200); Mariani, Leonardo (8965048200)|59194362300; 14020561200; 8965048200|Testing in the Evolving World of DL Systems: Insights from Python GitHub Projects|2024|IEEE International Conference on Software Quality, Reliability and Security, QRS||||25|35|10|1|10.1109/QRS62785.2024.00013|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206357044&doi=10.1109%2fQRS62785.2024.00013&partnerID=40&md5=81febb291f39752551b1d5596b1852b2|In the ever-evolving field of Deep Learning (DL), ensuring project quality and reliability remains a crucial challenge. This research investigates testing practices within DL projects in GitHub. It quantifies the adoption of testing methodologies, focusing on aspects like test automation, the types of tests (e.g., unit, integration, and system), test suite growth rate, and evolution of testing practices across different project versions. We analyze a subset of 300 carefully selected repositories based on quantitative and qualitative criteria. This study reports insights on the prevalence of testing practices in DL projects within the open-source community. © 2024 IEEE.|Deep learning; Open Source; Software Quality Assurance; Software Testing; Testing Practice; Validation&Verification|Software quality; Deep learning; Learning projects; Open-source; Project quality; Software quality assurance; Software testings; Test Automation; Testing methodology; Testing practice; Validation&verification; Integration testing|Conference paper|Final|All Open Access; Green Open Access|Scopus|2-s2.0-85206357044
scopus||||SIST 2024 - 2024 IEEE 4th International Conference on Smart Information Systems and Technologies, Proceedings|2024|SIST 2024 - 2024 IEEE 4th International Conference on Smart Information Systems and Technologies, Proceedings||||||706|0||https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202905657&partnerID=40&md5=cb5e8459157a4ceece1d1064bdd6e6ca|The proceedings contain 110 papers. The topics discussed include: review of machine learning models in cyberbullying detection problem; quantum computing in the object-oriented model of quality management; regression and machine learning methods for predicting human movements based on skeletal data; application of game theory methods to optimize the stakeholder management process; conceptualizing the ICT project management in the sustainability context; human-computer testing of students’ knowledge; fuzzy inference system for test case prioritization in software testing; mobile application of convolutional neural networks for melanoma classification; an investigation of sensing and technologies for supporting the intelligent transport management system in urban area; and a comparative study of supervised machine learning and deep learning techniques with feature selection methods for classifying Parkinson’s disease based on speech impairments.|||Conference review|Final||Scopus|2-s2.0-85202905657
scopus|Maharana T.; Agrawal N.; Sharma V.; Alkhayyat A.|Maharana, Tannistha (59561750900); Agrawal, Nitya (59561309700); Sharma, Vandana (58957195700); Alkhayyat, Ahmed (59268596900)|59561750900; 59561309700; 58957195700; 59268596900|An Intelligent Hybrid GenAI Model for Software Testing|2024|Intelligent Computing and Emerging Communication Technologies, ICEC 2024|||||||0|10.1109/ICEC59683.2024.10837186|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218038776&doi=10.1109%2fICEC59683.2024.10837186&partnerID=40&md5=b800aaf14e684205bfa2e6fc64401378|Software Testing, a well-defined process and a major component of software development. It covers various methods such as execution of a software program, predicting errors, to meet user needs, and ensure that the system is working correctly. Due to the advanced development in technology around the world, new methods are introduced to test the software. This summary talk discusses the current state of the art of AI(Artificial Intelligence) for software testing. The purpose of software testing is validation, verifying and detection of errors. For the study, we explored around 30 articles from different research surveys. 12-15 articles were selected for the final review. Artificial intelligence(AI) which has emerged in a promising approach to software testing in recent years. The main aim of this paper was to review how Artificial Intelligence(AI) works in Software testing. This paper had also proposed many key offerings of AI in the upcoming future for the area of software testing.  © 2024 IEEE.|Gen AI; Machine Learning; Software testing; Technical; Test Automation|'current; Gen artificial intelligence; Machine-learning; Research survey; Software project; Software testings; State of the art; Technical; Test Automation; User need; Adversarial machine learning|Conference paper|Final||Scopus|2-s2.0-85218038776
scopus|Abbas D.; Olszewska J.I.|Abbas, D. (59138862200); Olszewska, J.I. (55623356800)|59138862200; 55623356800|Optical Character Recognition Based-On System for Automated Software Testing|2024|International Conference on Enterprise Information Systems, ICEIS - Proceedings|1|||894|906|12|0|10.5220/0012740000003690|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193942921&doi=10.5220%2f0012740000003690&partnerID=40&md5=3b6ef79858d86732ac40aa52ed26eac5|The paper presents the development and deployment of an artificial intelligence (AI) test automation framework that allows testers to more fluidly develop scripts and carry out their day-to-day tasks. In particular, the framework aims to speed up the test automation process by enabling its users to locate elements on a webpage through the use of template-matching-based image recognition as well as optical character recognition (OCR). Indeed, test automation specialists spend much of their time creating page-object models (POMs), where they capture elements on the screen via complex locators such as cascading style sheet (CSS) or XPath. However, when webpages are updated or elements are moved around, locators become void, eventually pointing to nothing unless written in such a dynamic way as to prevent this. This heavily relies on developers providing meaningful tags to elements that they can then be located by, whereas with the introduction of an image recognition engine in our AI framework, this tedious and long-winded approach has been be shortened. Copyright © 2024 by SCITEPRESS – Science and Technology Publications, Lda.|Automated Software Testing; Autonomous Systems; Computer Vision; Expert Systems; Intelligent Systems; Machine Learning; Optical Character Recognition; Software Robots; Trustworthy Artificial Intelligence|Automation; Computer vision; Expert systems; Image recognition; Learning systems; Machine learning; Optical character recognition; Software testing; Template matching; Websites; Automated software testing; Autonomous system; Intelligence tests; Machine-learning; Software robot; Speed up; Test Automation; Test automation frameworks; Trustworthy artificial intelligence; Web-page; Intelligent systems|Conference paper|Final|All Open Access; Hybrid Gold Open Access|Scopus|2-s2.0-85193942921
scopus|Ghantous G.B.|Ghantous, Georges Bou (57204020559)|57204020559|Enhancing devops using ai|2024|CEUR Workshop Proceedings|3790|||133|145|12|0||https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207849487&partnerID=40&md5=6039b15361645c681408bb862f90ffc6|This literature review delves into the amalgamation of Artificial Intelligence (AI) technologies with DevOps methodologies to augment software development and deployment processes. The paper explores into the multifaceted contributions of AI across various facets of DevOps, encompassing source code management, continuous integration/continuous deployment (CI/CD) pipelines, deployment infrastructure, software testing frameworks, logging mechanisms, data analysis tools, and comprehensive reporting systems. Furthermore, the research investigates the impact of AI on team communication, collaboration, and workflow orchestration within DevOps environments. Through a meticulous analysis of AI-driven advancements, this review aims to shed light on the symbiotic relationship between AI and DevOps, showcasing their collective potential in fostering efficient, high-quality software delivery pipelines. The insights gleaned from this exploration offer valuable perspectives and opinions for researchers and practitioners seeking to leverage cutting-edge technologies for optimizing their software development lifecycle. © 2024 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0)|AI; Automation; CI/CD; DevOps; Machine Learning; Software Development Process|Computer software selection and evaluation; DevOps; Information management; Pipeline codes; Artificial intelligence technologies; Code management; Continuous integration/continuous deployment; Continuous integrations; Creative Commons; Deployment process; Literature reviews; Machine-learning; Software development process; Source codes; Integration testing|Conference paper|Final||Scopus|2-s2.0-85207849487
scopus|Lilholt A.; Heverin T.|Lilholt, Addison (59523053100); Heverin, Thomas (37022912900)|59523053100; 37022912900|Mapping Software-Engineering Industry AI Use to Software-Engineering Curriculum: Developing the AI-USE Framework|2024|Proceedings of the 4th International Conference on AI Research, ICAIR 2024||||234|242|8|0||https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215657483&partnerID=40&md5=e28e0917d4449d472dc8a3fcc6acd658|"Estimates predict a global deficit of 4 million software engineers by 2025, further complicated by the software engineering (SE) industry's escalating use of artificial intelligence (AI). To tackle this issue, our research suggests that computer science (CS) curricula in middle and high schools need to be updated to incorporate SE industry segments that significantly employ AI. This strategic curriculum alignment is significant for preparing a workforce equipped to meet future industry demands. Our initial analysis involved reviewing nine international AI education guidelines to evaluate current methods for integrating AI into SE education. The findings indicated a pronounced lack of specific guidance connecting AI applications in the SE industry with educational content. To address this, we performed a systematic literature review of 12 research papers focusing on AI's role across the SE industry, followed by multiple rounds of inductive content analysis. An industry segment was deemed ""essential"" if it was referenced in 75% or more of the papers' findings. Through this method, we identified 10 essential SE industry segments for inclusion in CS education: software development, software maintenance, process improvement, software economics, knowledge management, project management, software testing, software security, quality assurance, and deployment and operations (DevOps). These findings led to the creation of the AI-USE (Artificial Intelligence Usage in Software Engineering) framework, which maps these 10 key segments to the predominant uses of SE in the industry as identified in the literature. Further inductive content analysis helped us develop subsegments for these essential areas. Ongoing framework development involves refining these subsegments and gathering feedback from industry and academic professionals. We anticipate that the fully developed AI-USE framework will significantly enhance SE education, equipping the next generation of software engineers with the AI proficiency required to address the industry’s evolving demands. © Proceedings of the 4th International Conference on AI Research, ICAIR 2024."|Artificial intelligence in education; Computer science education; Generative AI; SE education; Software engineering|Application programs; Computer software maintenance; Computer software selection and evaluation; Curricula; Engineering education; Integration testing; Software design; Software quality; Teaching; Artificial intelligence in education; Computer Science Education; Content analysis; Curriculum developing; Engineering industries; Generative artificial intelligence; Mapping softwares; Software engineering curricula; Software engineering education; Subsegments; Project management|Conference paper|Final||Scopus|2-s2.0-85215657483
scopus||||6th International conference on Software Testing, Machine Learning and Complex Process Analysis, TMPA 2021|2024|Communications in Computer and Information Science|1559|||||195|0||https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182007858&partnerID=40&md5=27195e78a415534a9f2355e6e7c9f102|The proceedings contain 18 papers. The special focus in this conference is on Software Testing, Machine Learning and Complex Process Analysis. The topics include: Link Graph and Data-Driven Graphs as Complex Networks: Comparative Study; An Approach to Creating a Synthetic Financial Transactions Dataset Based on an NDA-Protected Dataset; optic Flow Approximated by a Homogeneous, Three-Dimensional Point Renewal Process; fair Mutual Exclusion for N Processes; data Stream Processing in Reconciliation Testing: Industrial Experience; Detection of Flying Objects Using the YOLOv4 Convolutional Neural Network; modern Experiment Management Systems Architecture for Scientific Big Data; an Approach to Modules Similarity Definition Based on System Trace Analysis; process Mining Algorithm for Online Intrusion Detection System; bayesian Optimization with Time-Decaying Jitter for Hyperparameter Tuning of Neural Networks; investigation of the Capabilities of Artificial Neural Networks in the Problem of Classifying Objects with Dynamic Features; analysis of Hardware-Implemented U-Net–Like Convolutional Neural Networks; early Detection of Tasks with Uncommonly Long Run Duration in Post-trade Systems; Unpaired Image-To-Image Translation Using Transformer-Based CycleGAN; model-Based Testing Approach for Financial Technology Platforms: An Industrial Implementation; searching for Deviations in Trading Systems: Combining Control-Flow and Data Perspectives.|||Conference review|Final||Scopus|2-s2.0-85182007858
scopus|Chennareddy V.; Patibandla P.K.; Koppula R.C.|Chennareddy, Venkateswarlu (24472478500); Patibandla, Pavan Kumar (59182632200); Koppula, Rama C. (59182947000)|24472478500; 59182632200; 59182947000|A Methodology for Efficient Data Processing in AI Applications Using Adaptive Sampling and Automated Testing|2024|2024 4th International Conference on Computer Communication and Artificial Intelligence, CCAI 2024||||552|556|4|2|10.1109/CCAI61966.2024.10603318|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201159263&doi=10.1109%2fCCAI61966.2024.10603318&partnerID=40&md5=408e743ca39d6830d137257f6ecf801e|As data volumes continue to surge, the resources required to accelerate data processing for model training remain a challenge, leading to increased costs and extended processing times. This paper presents a novel method that combines Adaptive Sampling with an automated, self-adaptive comprehensive test suite module to address these challenges. This approach maintains model accuracy and ensures coverage of essential data required for business use cases. Experiments conducted on diverse datasets, some as large as several hundred terabytes, demonstrate that this method can reduce processing times by up to 75%. This achievement is realized by efficiently identifying and processing only representative samples. These results demonstrate the promising potential for improving data processing efficiency in model training for Artificial Intelligence (AI) applications across diverse sectors. © 2024 IEEE.|adaptive sampling; artificial intelligence; data efficiency; efficient data processing; self-adaptive comprehensive test suite|Artificial intelligence; Automation; Data handling; Large datasets; Adaptive sampling; Automated testing; Data efficiency; Data volume; Efficient data processing; Model training; Modeling accuracy; Novel methods; Processing time; Self-adaptive comprehensive test suite; Efficiency|Conference paper|Final||Scopus|2-s2.0-85201159263
