fuente|authors|author_full_names|scopus_author_id|title|year|source_title|volume|issue|art|page_start|page_end|page_count|cited_by|DOI|link|abstract|author_keywords|index_keywords|document_type|publication_stage|open_access|source|EID|h_index_autor|h_index_revista|cuartil|author_orcid|issn|cuartil_numerico|h_index_revista_num|h_index_autor_max
Scopus|Sajitha, P.; A.; Anand, N.; Lublóy, E.|Sajitha, P. (57751697400); Anand, N. (55383361600); Lublóy, Éva Eszter (54941360800)|57751697400; 60244843700; 55383361600; 54941360800|Channel-attentive YOLOv5 and capsule auto-encoder for pomegranate disease detection|2026|Egyptian Informatics Journal|33|0|100877|||0|0|10.1016/j.eij.2025.100877|https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025162296&doi=10.1016%2Fj.eij.2025.100877&partnerID=40&md5=fff62de740acb05d9f911e70c9dc561a|Fruits are the most vital items of global diets because of their rich nutritional value, thereby providing very high demand and agricultural revenues to the economy. Among the fruit crops, pomegranate is a valuable one due to its highest antioxidant potential. However, most crops of pomegranate suffer from diseases, which greatly reduce agricultural yield and productivity. Thus, along with the increasing demand of the fruit, early detection as well as classification of diseases will prove very crucial in boosting the yield and taking appropriate measures for prevention. We propose a segmentation-based model using deep learning in this paper to conduct disease identification in pomegranates The process begins with pre-processing images that is primarily an activity of cropping and resizing of the images, followed by enhanced Wiener filtering, which eliminates noise and enhances the clarity of the images The preprocessed images are then further segmented using a CA_YV5GC algorithm, (Channel Attentive YOLOv5-based Grab Cut), which isolates diseased regions from the images. Then the optimized ResNet-152 network is applied to acquire the fundamental features embedding the texture along with the shape characteristics which could identify ailments related symptoms. Coati Optimization is applied to choose the most dominant features in the lower dimensional representation of the extracted information for the classification of the disease. Ultimately, classification is performed using a Deep Capsule Canonical Auto-encoder (DC_CAENet) to classify the disease type with higher accuracy. Adaptive Osprey Optimization is used to optimize the parameters of the model. The existing methods are compared with that results proved this technique to be more accurate and efficient as compared to traditional techniques. © 2025|Auto-encoder; Canonical; Channel attentive YOLOv5; Fruit disease segmentation; Grab cut; Residual-152; Wiener filtering|Agricultural economics; Antioxidants; Classification (of information); Crops; Deep learning; Diseases; Error detection; Fruits; Image segmentation; Nutrition; Textures; Wiener filtering; Auto encoders; Canonical; Channel attentive YOLOv5; Disease detection; Fruit disease segmentation; Grab cut; Nutritional value; Optimisations; Residual-152; Wiener-filtering; Image enhancement|Article|Final|All Open Access; Gold Open Access|Scopus|2-s2.0-105025162296|5; 21; 29; 25|59.0|Q1|https://orcid.org/0000-0003-0001-2733; https://orcid.org/0000-0001-7643-9747; https://orcid.org/0000-0001-9628-1318|['1110-8665', '2090-4754']|1|59.0|29.0
ScienceDirect|Nikolaos Giakoumoglou; Eleni Kalogeropoulou; Christos Klaridopoulos; Eleftheria Maria Pechlivani; Panagiotis Christakakis; Emilia Markellou; Nikolaos Frangakis; Dimitrios Tzovaras|||Early detection of Botrytis cinerea symptoms using deep learning multi-spectral image segmentation|2024|Smart Agricultural Technology|8|0||100481||0|18|https://doi.org/10.1016/j.atech.2024.100481|https://www.sciencedirect.com/science/article/pii/S2772375524000868|Botrytis cinerea is an airborne plant pathogen that causes grey mould disease on horticultural crops, such as tomato, cucumber, pepper, and more. Early detection is crucial for timely and effective strategies for crop loss prevention. In this study, in planta assays were set up enabling a thorough assessment of grey mould progress on cucumber plants both artificially inoculated with two different inoculation methods, and naturally infected throughout the whole growing season of the host under controlled conditions simulating the environment typically prevailing in greenhouses. Multi-spectral imaging was used to capture a novel dataset across various spectral bands containing multiple stages of infection. Deep learning (DL) segmentation architectures, combined with Convolutional Neural Networks (CNNs) and Vision Transformers (ViTs) encoders, were employed to identify B. cinerea at various infection stages. The U-Net++ model with a MobileViT-S encoder performed best, achieving a Dice Coefficient (DC) of 0.677, an Intersection over Union (IoU) of 0.656, and a recall rate of 0.807, with a high overall accuracy of 90.1 %. In regards to early detection, the model achieves an IoU of 0.375 on 2nd day post inoculation (dpi), 0.230 on 1st dpi and 0.437 on the 6th dpi. The infection stages were compared to similar visible symptoms of physiological decline or plant responses to abiotic stress. The outcomes of this study demonstrate an important advance in the Artificial Intelligence (AI) plant health detection, for early crop disease diagnosis.||Desconocido||||ScienceDirect||9; 4; 4; 12; 5; 18; 5; 52|51.0|Q1|https://orcid.org/0000-0002-3216-5454; https://orcid.org/0000-0002-7558-7120; https://orcid.org/0000-0003-4658-1536; https://orcid.org/0000-0001-6385-2815; https://orcid.org/0009-0008-3766-6320; https://orcid.org/0000-0003-1328-2441; https://orcid.org/0000-0001-6915-6722|['2772-3755']|1|51.0|52.0
Scopus|Zhang, J.; Zhang, Q.; Tan, Y.; Wang, M.; Zhang, X.; Li, H.; Zhao, R.; Yu, J.|Zhang, Jinmeng (58958936600); Zhang, Qian (55548736700); Tan, Yarong (58958628600); Wang, Ming (57209579937); Zhang, Xining (59383428800); Li, Hao (60078287700); Zhao, Ruifang (60078008700); Yu, Jinying (58958031900)|58958936600; 55548736700; 58958628600; 57209579937; 59383428800; 60078287700; 60078008700; 58958031900|Advances in hyperspectral imaging-based non-destructive assessment of tomato quality attributes|2025|Smart Agricultural Technology|12|0|101534|||0|0|10.1016/j.atech.2025.101534|https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019931593&doi=10.1016%2Fj.atech.2025.101534&partnerID=40&md5=b859c7c5827977523d741b6bc9541c6f|Tomato (Solanum lycopersicum L.), the world's second most economically significant horticultural crop, faces persistent quality assessment limitations due to conventional destructive methods and subjective inspections. Consequently, rapid non-destructive techniques for evaluating key quality attributes are essential to enhance postharvest management and market competitiveness. Hyperspectral imaging (HSI) addresses this need by acquiring spatially resolved spectral data across the biochemically critical 400–2500 nm range, capturing signatures of key attributes like lycopene and soluble solids. This technology demonstrates considerable potential for non-destructive agricultural assessment, enabling: high-accuracy maturity grading via pigment dynamics; ultra-early detection of asymptomatic diseases (e.g., latent fungal infections); quantitative nutritional component prediction; and reliable internal defect identification. These capabilities collectively enhance postharvest quality control. This review systematically evaluates advanced data preprocessing methods, feature extraction techniques, and deep learning models for their contributions to enhanced detection accuracy and system robustness. Nevertheless, challenges persist regarding hardware miniaturization, environmental resilience, model generalizability across diverse cultivars and growth environments, and real-time in-field implementation. Future efforts should prioritize developing integrated field-portable HSI platforms, multi-sensor fusion strategies, environmentally adaptive algorithms, and efficient AI architectures to bridge the gap between laboratory research and scalable industrial applications. Such advancements will critically underpin next-generation precision agriculture systems for robust tomato quality assurance and significant loss reduction. © 2025 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC license. http://creativecommons.org/licenses/by-nc/4.0/|Disease detection; Hyperspectral imaging; Maturity detection; Non-destructive detection; Tomato quality|Desconocido|Review|Final|All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access|Scopus|2-s2.0-105019931593|4; 17; 2; 6; 4; 46; 3; 10|51.0|Q1|https://orcid.org/0009-0005-6666-7646; https://orcid.org/0000-0002-6796-5419; https://orcid.org/0000-0002-7741-547X; https://orcid.org/0000-0003-0906-7386; https://orcid.org/0000-0002-6294-6761; https://orcid.org/0009-0000-4122-9766; https://orcid.org/0000-0003-2636-2272|['2772-3755']|1|51.0|46.0
ScienceDirect|Sheikh Mansoor; Ekanayaka M.B.M. Karunathilake; Thai Thanh Tuan; Yong Suk Chung|||Genomics, phenomics, and machine learning in transforming plant research: Advancements and challenges|2025|Horticultural Plant Journal|11|2||486|503|0|36|https://doi.org/10.1016/j.hpj.2023.09.005|https://www.sciencedirect.com/science/article/pii/S2468014124000098|Advances in gene editing and natural genetic variability present significant opportunities to generate novel alleles and select natural sources of genetic variation for horticulture crop improvement. The genetic improvement of crops to enhance their resilience to abiotic stresses and new pests due to climate change is essential for future food security. The field of genomics has made significant strides over the past few decades, enabling us to sequence and analyze entire genomes. However, understanding the complex relationship between genes and their expression in phenotypes - the observable characteristics of an organism - requires a deeper understanding of phenomics. Phenomics seeks to link genetic information with biological processes and environmental factors to better understand complex traits and diseases. Recent breakthroughs in this field include the development of advanced imaging technologies, artificial intelligence algorithms, and large-scale data analysis techniques. These tools have enabled us to explore the relationships between genotype, phenotype, and environment in unprecedented detail. This review explores the importance of understanding the complex relationship between genes and their expression in phenotypes. Integration of genomics with efficient high throughput plant phenotyping as well as the potential of machine learning approaches for genomic and phenomics trait discovery.||Desconocido||||ScienceDirect||29; 2; 7; 38|51.0|Q1|https://orcid.org/0000-0003-1902-4611; https://orcid.org/0000-0003-2748-0529; https://orcid.org/0000-0003-3121-7600|['2095-9885', '2468-0141']|1|51.0|38.0
Scopus|Bezabih, Y.A.; Ayalew, A.M.; Abuhayi, B.M.; Nigussie, T.N.; Awoke, E.A.; Mengistu, T.E.|Bezabih, Yohannes Agegnehu (58514216600); Ayalew, Aleka Melese (57435145000); Abuhayi, Biniyam Mulugeta (58182203400); Nigussie, Tensay (58902392700); Awoke, Eshete Ayenew (59141793800); Mengistu, Taye Endeshaw (59140813100)|58514216600; 57435145000; 58182203400; 58902392700; 59141793800; 59140813100|Classification of mango disease using ensemble convolutional neural network|2024|Smart Agricultural Technology|8|0|100476|||0|24|10.1016/j.atech.2024.100476|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194055531&doi=10.1016%2Fj.atech.2024.100476&partnerID=40&md5=1bc9e4e915a1e2a388c63b394beb8acf|Mango is a highly significant fruit crop that thrives in a variety of agro-ecologies around the world. Mangoes are rich in vitamins and minerals. However, its yield is currently severely constrained due to disease and pest infestations. Thus, in order to improve mango fruit quality and productivity, illnesses and insect pests must be detected early on. In this study, we conceived and constructed a mango leaf disease detection mechanism utilizing an ensemble convolutional neural network approach. Healthy and diseased mango leaf images were manually obtained from main producing locations in Amhara Region for Merawi fruit and vegetable research identification. To improve the datasets, several pre-processing procedures (such as image resizing, noise reduction, and image augmentation) were used. To improve classification performance and meet the study's purpose, various segmentation approaches such as k means and Mask R-CNN were applied. Furthermore, following pre-processing and segmentation, features of mango leaf images were retrieved using CNN to obtain important features. The classification model was then constructed using fully-connected layer classifiers on the retrieved features of mango leaf images. The ensemble proposed GoogLeNet and VGG16 based CNN model in the study encompasses various operations, including dataset collection, image preprocessing, noise removal, segmentation, data augmentation, feature extraction, and classification. Upon testing, the model demonstrated impressive performance with 99.87 % training classification accuracy, 99.72 % validation accuracy, and 99.21 % testing accuracy. This indicates the effectiveness of the ensemble approach in achieving high accuracy in image classification tasks. © 2024 The Authors|Classification mango disease; Convolutional neural network model; Digital imaging|Desconocido|Article|Final|All Open Access; Gold Open Access|Scopus|2-s2.0-85194055531|8; 9; 8; 1; 1; 1|51.0|Q1|https://orcid.org/0000-0001-5869-6029; https://orcid.org/0000-0003-3717-5499|['2772-3755']|1|51.0|9.0
ScienceDirect|Muhammad Ahtasham Mushtaq; Muhammad Ateeq; Muhammad Ikram; Shariq Mahmood Alam; Muhammad Mohsin Kaleem; Muhammad Atiq Ashraf; Muhammad Asim; Khalid F. Almutairi; Mahmoud F. Seleiman; Fareeha Shireen|||Securing fruit trees future: AI-driven early warning and predictive systems for abiotic stress in changing climate|2025|Plant Stress|17|0||100953||0|10|https://doi.org/10.1016/j.stress.2025.100953|https://www.sciencedirect.com/science/article/pii/S2667064X25002210|Horticultural fruit crops are important product for global food security as they provide important macro and micronutrients. Emerging abiotic stresses—drought, salinity, temperature extremes, and waterlogging—threaten crop productivity by disrupting key physiological processes, challenging sustainable agriculture under climate change. Traditionally, these challenges are tackled through physiological strategies and conventional breeding methods; which lacks scalability, adaptability, and real-time feedback. Advancement in technology, distinctly artificial intelligence (AI), and machine learning have revolutionized precision farming in agriculture. AI integrated approaches such as stress prediction, irrigation optimization, and image-based phenotyping have enhanced agriculture, while machine learning models like Random Forest and Gradient Boosting improve stress management. However, the acquiring of such AI based system in horticultural crops still faces numerous challenges. Specifically, multi-omics, data accessibility, algorithmic biases, the cost of implementation and requirements for robust training programs need to integrate for sustainable agriculture. Addressing these barriers is essential to enable the effective integration of AI technologies for resilient, carbon-neutral fruit production under climate stress. This review highlights recent developments in AI-driven stress detection, predictive modeling, remote sensing, and machine learning frameworks that support precision horticulture and climate-smart agriculture.||Desconocido||||ScienceDirect||3; 22; 20; 10; 6; 11; 14; 23; 46; 11|49.0|Q1|https://orcid.org/0000-0002-9938-9268; https://orcid.org/0000-0002-5877-3837; https://orcid.org/0000-0001-5416-6418; https://orcid.org/0009-0006-9147-8270; https://orcid.org/0000-0002-6175-6253; https://orcid.org/0000-0001-5507-198X; https://orcid.org/0000-0002-0826-4241; https://orcid.org/0000-0003-4779-9414; https://orcid.org/0000-0002-4466-9860|['2667-064X']|1|49.0|46.0
Scopus|Joshi, K.; Hooda, S.; Yadav, Y.; Singh, G.; Nehra, A.; Tuteja, N.; Gill, R.; Gill, S.S.|Joshi, Kamaldeep (57189352052); Hooda, Sahil (59511600400); Yadav, Yashasvi (60098715000); Singh, Gurdiyal (57863284600); Nehra, Ashima (57215487667); Tuteja, Narendra (7003498401); Gill, Ritu (55778701600); Gill, Sarvajeet Singh (36097852000)|57189352052; 59511600400; 60098715000; 57863284600; 57215487667; 7003498401; 55778701600; 36097852000|Genetic algorithm enhanced deep learning with data augmentation for nitrogen and potassium deficiency detection in eggplant|2025|Current Plant Biology|44|0|100546|||0|1|10.1016/j.cpb.2025.100546|https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015974384&doi=10.1016%2Fj.cpb.2025.100546&partnerID=40&md5=010390595d03261217b649f458300d80|The quality of horticultural crops is significantly crucial for agricultural yield because of market demand, quality, and the priority of consumers. Macronutrients like nitrogen (N) and potassium (K) are crucial for the normal growth and development of crops. Thus, detecting nutritional deficiency in eggplant is very important for ensuring optimal growth and yield. The traditional approaches are time-consuming and require expert knowledge. The previously reported research in eggplant with a deep learning (DL) approach targeted disease detection and classification work. No work has been reported on eggplant nutritional deficiency detection using the genetic algorithm (GA) based tuning approach with data augmentation. This paper presents a YOLOv9 deep-learning model, optimized with a GA to find the best hyperparameters and data augmentation techniques to increase its robustness. The study used the OLID I dataset to detect nutritional deficiencies in eggplant leaves. The experimental results show that our approach achieved an accuracy of 94.52 %, mAP50 of 94.55 %, mAP50–95 of 93.23 %, Precision of 95.9 %, Recall of 92.8 %, and F1 Score of 94.32 %. These results suggest that the proposed approach is a significant step towards developing a practical application to support farmers in detecting nutrition deficiencies in the eggplant crop. © 2025 The Authors|Data augmentation; Deep learning; Eggplant; Genetic algorithm; Nutritional deficiency detection; OLID I dataset; YOLOv9|Desconocido|Article|Final|All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access|Scopus|2-s2.0-105015974384||44.0|Q1||['2214-6628']|1|44.0|0.0
Scopus|Chang, Y.K.; Mahmud, M.S.; Shin, J.; Nguyen-Quang, T.; Price, G.W.; Prithiviraj, B.|Chang, Young (38960898700); Mahmud, Md Sultan (57225945756); Shin, Jaemyung (57204977372); Nguyen-Quang, Tri (8309949800); Price, Gordon W. (23006311300); Prithiviraj, Balakrishnan (7003606348)|38960898700; 57225945756; 57204977372; 8309949800; 23006311300; 7003606348|Comparison of Image Texture Based Supervised Learning Classifiers for Strawberry Powdery Mildew Detection|2019|AgriEngineering|1|3||434.0|452.0|0|10|10.3390/agriengineering1030032|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090367600&doi=10.3390%2Fagriengineering1030032&partnerID=40&md5=e6df5b355a560ba3f3ef20beb4b906b7|Strawberry is an important fruit crop in Canada but powdery mildew (PM) results in about 30–70% yield loss. Detection of PM through an image texture-based system is beneficial, as it identifies the symptoms at an earlier stage and reduces labour intensive manual monitoring of crop fields. This paper presents an image texture-based disease detection algorithm using supervised classifiers. Three sites were selected to collect the leaf image data in Great Village, Nova Scotia, Canada. Images were taken under an artificial cloud condition with a Digital Single Lens Reflex (DSLR) camera as red-green-blue (RGB) raw data throughout 2017–2018 summer. Three supervised classifiers, including artificial neural networks (ANN), support vector machine (SVM), and k-nearest neighbors (kNN) were evaluated for disease detection. A total of 40 textural features were extracted using a colour co-occurrence matrix (CCM). The collected feature data were normalized, then used for training and internal, external and cross-validations of developed classifiers. Results of this study revealed that the highest overall classification accuracy was 93.81% using the ANN classifier and lowest overall accuracy was 78.80% using the kNN classifier. Results identified the ANN classifier disease detection having a lower Root Mean Square Error (RMSE) = 0.004 and Mean Absolute Error (MAE) = 0.003 values with 99.99% of accuracy during internal validation and 87.41%, 88.95% and 95.04% of accuracies during external validations with three different fields. Overall results demonstrated that an image texture-based ANN classifier was able to classify PM disease more accurately at early stages of disease development. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.|artificial neural network; colour co-occurrence matrix; image processing; k-nearest neighbors; support vector machine|Desconocido|Article|Final|All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access|Scopus|2-s2.0-85090367600|19; 12; 10; 13; 30; 48|34.0|Q1|https://orcid.org/0000-0003-2752-1474; https://orcid.org/0000-0002-8141-105X; https://orcid.org/0000-0002-5894-0498; https://orcid.org/0000-0002-5501-5758; https://orcid.org/0000-0002-8621-1444; https://orcid.org/0000-0002-9822-5261|['2624-7402']|1|34.0|48.0
Scopus|Singh, R.; Singh, R.; Gehlot, A.; Akram, S.V.; Priyadarshi, N.; Twala, B.|Singh, Rajat (57213970504); Singh, Rajesh (57610169600); Gehlot, Anita N. (57709976000); Akram, Shaik Vaseem (57222756774); Priyadarshi, Neeraj (57195679733); Twala, Bhekisipho E.T.H. (14632785000)|57213970504; 57610169600; 57709976000; 57222756774; 57195679733; 14632785000|Horticulture 4.0: Adoption of Industry 4.0 Technologies in Horticulture for Meeting Sustainable Farming|2022|Applied Sciences (Switzerland)|12|24|12557|||0|42|10.3390/app122412557|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144829455&doi=10.3390%2Fapp122412557&partnerID=40&md5=7409f41b8ec0a4d6ec357adce7c611b9|The United Nations emphasized a significant agenda on reducing hunger and protein malnutrition as well as micronutrient (vitamins and minerals) malnutrition, which is estimated to affect the health of up to two billion people. The UN also recognized this need through Sustainable Development Goals (SDG 2 and SDG 12) to end hunger and foster sustainable agriculture by enhancing the production and consumption of fruits and vegetables. Previous studies only stressed the various issues in horticulture with regard to industries, but they did not emphasize the centrality of Industry 4.0 technologies for confronting the diverse issues in horticulture, from production to marketing in the context of sustainability. The current study addresses the significance and application of Industry 4.0 technologies such as the Internet of Things, cloud computing, artificial intelligence, blockchain, and big data for horticulture in enhancing traditional practices for disease detection, irrigation management, fertilizer management, maturity identification, marketing, and supply chain, soil fertility, and weather patterns at pre-harvest, harvest, and post-harvest. On the basis of analysis, the article identifies challenges and suggests a few vital recommendations for future work. In horticulture settings, robotics, drones with vision technology and AI for the detection of pests, weeds, plant diseases, and malnutrition, and edge-computing portable devices that can be developed with IoT and AI for predicting and estimating crop diseases are vital recommendations suggested in the study. © 2022 by the authors.|AR; bigdata; blockchain; horticulture; Industry 4.0; IoT; micronutrient; real-time prediction; SDGs|Desconocido|Review|Final|All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access|Scopus|2-s2.0-85144829455|10; 44; 38; 29; 36; 31|204.0|Q2|https://orcid.org/0000-0002-2394-4747; https://orcid.org/0000-0001-6463-9581; https://orcid.org/0000-0001-8438-4387; https://orcid.org/0000-0001-6620-6771; https://orcid.org/0000-0002-3452-9581|['2076-3417']|2|204.0|44.0
ScienceDirect| Pooja; Prashant Chauhan; Ankit Kumar; Lellapalli Rithesh; Abhishek Kumar|||Recent insights into potato dry rot an emerging Disease: Focusing on pathogen diversity, host-pathogen interactions, and management strategies|2025|Microbial Pathogenesis|207|0||107866||0|0|https://doi.org/10.1016/j.micpath.2025.107866|https://www.sciencedirect.com/science/article/pii/S0882401025005911|Nowadays, global food safety and security are major concerns to mitigate global hunger. As, the world's population rising at an alarming rate and is expected to reach 10 billion by 2050, agriculturists have great responsibilities to grow more food from limited land. Crops are affected by several biotic and abiotic stresses in the field as well as during storage, this situation is drastic in developing countries. Potato belongs to the Solanaceae family, is considered a promising staple vegetable crop. To address the major issue of food safety and security, potatoes can be considered as a crucial non cereal food crop to combat this problem, as they can be grown under field conditions, and soilless medium (hydroponically, and aeroponically). The potato crop is also affected by various biotic stresses in both field and post-harvest conditions, significantly deteriorating its qualitative and quantitative yield. Among the biotic stresses, Fusarium dry rot (FDR) incited by the Fusarium species complex is considered a major problem in the present scenario. Dry rot of potato causes drastic quality and yield loss in cold stores. Moreover, Fusarium spp., producing mycotoxins like trichothecenes that contribute to the disease development. Fusarium spp. utilizes enzymes like pectinases and cellulases to break down plant cell walls, facilitating invasion and colonization. Therefore, implement crop rotation, use disease-resistant potato varieties, practice good sanitation, and employ fungicides to manage potato dry rot disease would be beneficial. Therefore, there is an urgent need to study the fungal species involved, pathogenicity, and to find the best management strategies for sustainable potato production. Although some reports on FDR of potato have been published previously, many recent studies have since offered new insights into diagnostic techniques, mycotoxin detection and quantification, and management strategies. Therefore, this review aims to integrate these recent findings, offering an updated outlook on FDR considering emerging research. Our objective is to provide a timely synthesis of the latest research developments that were not covered in previous reviews, making this article a valuable and necessary contribution to the agricultural field.||Desconocido||||ScienceDirect||14; 6; 5; 3; 12|135.0|Q2|https://orcid.org/0000-0003-4004-1651; https://orcid.org/0000-0002-6725-6823; https://orcid.org/0000-0003-1077-4512; https://orcid.org/0000-0002-4596-0668|['0882-4010', '1096-1208']|2|135.0|14.0
Scopus|Bajpai, A.; Tyagi, T.|Bajpai, Abhishek (57201362615); Tyagi, Titiksha (58651265500)|57201362615; 58651265500|An Efficient Approach to Detect and Predict the Tomato Leaf Disease Using Enhance Segmentation Neural Network|2023|SN Computer Science|4|6|795|||0|8|10.1007/s42979-023-02262-6|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174274823&doi=10.1007%2Fs42979-023-02262-6&partnerID=40&md5=f025e9664865c980012188fea99ab4ad|The agricultural sector plays a crucial role in the Indian economy. According to the Economic Survey of India 2020–21 report, production in FY21 was recorded at 303.34 million tonnes. India is the world’s second-largest producer of tomatoes, both in terms of area and production. In India, tomato is one of the most important and highly consumed vegetable crops. Tomatoes are highly nutritional and thus good for human health. It makes a substantial contribution to the GDP. Being economically valuable, it is produced in large quantities. Because of adverse environmental conditions, several diseases are caused by bacteria, fungi and viruses in various parts of tomato plants. Diseases result in the loss of production and thus farmers have to face huge economic losses. In order to help the farmers, early detection of diseases is needed to be done using the latest and most accurate methods. In this paper, the ES-CNN model(Enhancement Seg- mentation CNN model) is proposed in which mean filtering and CLAHE are performed for the image enhancement step and K-means clustering is used for the image segmentation. ResNet-50, a CNN architecture, has been used for feature extraction and classification of images. © 2023, The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd.|Disease detection; Image segmentation; Mean filtering; Neural network|Desconocido|Article|Final||Scopus|2-s2.0-85174274823|10; 1|67.0|Q2|https://orcid.org/0000-0003-2815-2092|['2661-8907', '2662-995X']|2|67.0|10.0
Scopus|Devora-Guadarrama, M.; Luna-Benoso, B.; Alarcón-Paredes, A.; Martínez Perales, J.C.; Morales-Rodríguez, Ú.S.|Devora-Guadarrama, Maryjose (60210986100); Luna-Benoso, Benjamín (55583174100); Alarcón-Paredes, Antonio (26867448600); Martínez Perales, José Cruz (55971056800); Morales-Rodríguez, Úrsula Samantha (58296423900)|60210986100; 55583174100; 26867448600; 55971056800; 58296423900|Deep Learning-Based Citrus Canker and Huanglongbing Disease Detection Using Leaf Images|2025|Computers|14|11|500|||0|0|10.3390/computers14110500|https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022930569&doi=10.3390%2Fcomputers14110500&partnerID=40&md5=84c54142c730c1e44420012ed5855065|Early detection of plant diseases is key to ensuring food production, reducing economic losses, minimizing the use of agrochemicals, and maintaining the sustainability of the agricultural sector. Citrus plants, an important source of vitamin C, fiber, and antioxidants, are among the world’s most significant fruit crops but face threats such as canker and Huanglongbing (HLB), incurable diseases that require management strategies to mitigate their impact. Manual diagnosis, although common, I s imprecise, slow, and costly; therefore, efficient alternatives are emerging to identify diseases from early stages using Artificial Intelligence techniques. This study evaluated four deep learning models, specifically convolutional neural networks. In this study, we evaluated four convolutional neural network models (DenseNet121, ResNet50, EfficientNetB0, and MobileNetV2) to detect canker and HLB in citrus leaf images. We applied preprocessing and data-augmentation techniques; transfer learning via selective fine-tuning; stratified k-fold cross-validation; regularization methods such as dropout and weight decay; and hyperparameter-optimization techniques. The models were evaluated by the loss value and by metrics derived from the confusion matrix, including accuracy, recall, and F1-score. The best-performing model was EfficientNetB0, which achieved an average accuracy of 99.88% and the lowest loss value of 0.0058 using cross-entropy as the loss function. Since EfficientNetB0 is a lightweight model, the results show that lightweight models can achieve favorable performance compared to robust models, models that can be useful for disease detection in the agricultural sector using portable devices or drones for field monitoring. The high accuracy obtained is mainly because only two diseases were considered; consequently, it is possible that these results do not hold in a database that includes a larger number of diseases. © 2025 by the authors.|citrus canker; deep learning; Huanglongbing|Citrus fruits; Convolutional neural networks; Crops; Deep neural networks; Learning systems; Losses; Plant diseases; Plants (botany); Agricultural sector; Citrus canker; Convolutional neural network; Deep learning; Disease detection; Economic loss; Food production; Huanglongbing; Leaf images; Plant disease; Convolution|Article|Final|All Open Access; Gold Open Access|Scopus|2-s2.0-105022930569|0; 10; 4; 1|65.0|Q2|https://orcid.org/0009-0001-7738-7130; https://orcid.org/0000-0002-9785-1252; https://orcid.org/0000-0001-9421-5923; https://orcid.org/0000-0001-9265-4228|['2073-431X']|2|65.0|10.0
Scopus|Rajamanickam, V.; Ramsubhag, A.; Jayaraman, J.|Rajamanickam, Vijayanandh (58109659400); Ramsubhag, Adesh (6505894018); Jayaraman, Jayaraj (6603272002)|58109659400; 6505894018; 6603272002|Sweet pepper foliar diseases quantification and identification using an image analysis tool|2025|Journal of Plant Protection Research|65|1||89.0|102.0|0|0|10.24425/jppr.2025.153821|https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003074777&doi=10.24425%2Fjppr.2025.153821&partnerID=40&md5=34a873d36b96cb7d2dd08bfdb7634dc8|Quantification and assessment of disease symptoms are important elements of plant disease management systems and are required to assist with making decisions on the choice of protective agents to be applied to crops or for screening plant genotypes for the development of resistant varieties. Traditional methods of identifying and quantifying disease severity are cumbersome, involving visual assessment tools or scales, and rating of plants at a point in time. Visual assessment is prone to human bias and error, thereby reducing the efficiency and accuracy of this method. In this study, we developed a smartphone camera-based image recording, processing, and assessment tool for measurement of symptoms of early and late blight, and bacterial leaf spot diseases in sweet pepper caused by Alternaria solani, Phytophthora infestans, and Xanthomonas campestris pv. vesicatoria, respectively. Sweet pepper or bell pepper is a major vegetable crop grown in the Caribbean region, but production is severely affected by plant diseases, most important of which include foliar infections by fungi and bacteria that cause major losses in fruit yield. This research utilized smartphone captured images of leaf specimens for severity measurement and classification of diseases. The steps involved were color space conversions, detection of leaf area by Otsu’s method, and thresholding for foliar diseased area detection and quantification. Gray-Level Co-occurrence Matrix (GLCM) extracted the texture features from the diseased area of leaves. These features are trained and classified by various machine learning classifiers including trees, rule-based and Bayes models. Application of decision trees and rule-based classifier models achieved 98% accuracy individually, while Bayes model achieved 86% accuracy. The image input into the above classifier models resulted in fast and accurate identification of the diseases by matching the features of trained images of disease symptoms. This method could work well for leaves collected from field-grown plants as well as from inoculated greenhouse plants. © 2025 Polska Akademia Nauk. All rights reserved.|foliar disease; GLCM; machine learning; Otsu; thresholding|disease severity; fruit production; greenhouse gas; image analysis; leaf area; machine learning; threshold|Article|Final|All Open Access; Gold Open Access|Scopus|2-s2.0-105003074777||46.0|Q2|https://orcid.org/0009-0005-9465-8173; https://orcid.org/0000-0002-5863-0457; https://orcid.org/0000-0002-4910-8712|['1427-4345', '1899-007X']|2|46.0|0.0
